HospitalCode,TypeDescription,Age,ServiceSupport,AssetCondition,ServiceIntention,FrequencyMaintenanceRequirement,MaintenanceComplexity,TotalDowntime,AlternativeBackup,Operations,MaintenanceCost,Make,Model,Manufacturer,Brand,PurchaseDate,MonthsToFailure,FailureClass
PRK319,Sphygmomanometers,14,1,0,1,1,1,16.02,0,2,2453.9,USA,DS66 #261,Welch Allyn Inc,Welch Allyn,2012-12-23,21,2
PRK319,Infusion Pump,3,0,0,2,1,1,115.78,0,2,5683.12,Ireland,Alaris GP #176,Medtronic,Alaris,2019-06-09,49,2
PRK341,Infusion Pump,14,1,0,2,1,1,42.92,0,2,2004.06,Ireland,Alaris GP #757,Medtronic,Alaris,1997-07-03,24,2
PRK326,Infusion Pump,8,1,0,2,1,1,5.16,0,2,3026.88,Ireland,Alaris GP #58,Medtronic,Alaris,2014-10-17,10,3
PRK358,Radiographic System,12,1,0,1,1,1,65.55,0,1,177.81,Japan,Aquilion #689,Canon Inc (Toshiba Medical),Canon,2004-11-13,32,2
PRK341,Defibrillator,3,1,0,3,1,1,68.92,0,2,4106.43,USA,Lifepak 20e #630,Physio-Control Inc,Lifepak,2011-02-22,41,2
PRK319,Physiologic Monitoring System,15,0,0,1,1,1,0.0,1,2,0.0,Netherlands,IntelliVue #488,Koninklijke Philips N.V.,Philips,2015-10-20,,1
PRK341,Defibrillator,18,1,0,3,2,1,0.0,0,1,0.0,Netherlands,HeartStart XL #197,Koninklijke Philips N.V.,HeartStart,2019-05-21,,1
PRK358,Defibrillator,30,1,1,3,1,1,0.0,1,2,0.0,Netherlands,HeartStart XL #622,Koninklijke Philips N.V.,HeartStart,1998-08-05,,1
PRK320,Infusion Pump,11,1,0,2,2,1,22.3,0,1,19325.57,Ireland,Alaris GP #540,Medtronic,Alaris,2001-01-23,29,2
PRK342,Infusion Pump,18,1,0,2,1,1,0.0,1,2,0.0,Germany,Infusomat Space #642,B. Braun Melsungen AG,Infusomat,2013-08-26,,1
PRK330,Physiologic Monitoring System,4,1,0,1,1,1,61.94,0,2,10521.85,Netherlands,IntelliVue #279,Koninklijke Philips N.V.,Philips,1994-05-31,35,2
PRK340,Physiologic Monitoring System,22,1,0,1,1,1,0.0,0,2,0.0,Netherlands,IntelliVue #441,Koninklijke Philips N.V.,Philips,2011-08-20,,1
PRK342,Infusion Pump,2,1,0,2,1,1,159.7,1,2,2893.41,Ireland,Alaris GP #580,Medtronic,Alaris,2014-11-15,2,2
PRK300,Infusion Pump,28,1,0,2,1,1,0.0,1,2,0.0,Ireland,Alaris GP #206,Medtronic,Alaris,2020-05-19,,1
PRK330,Physiologic Monitoring System,10,0,0,1,1,1,17.41,0,2,2.91,Japan,Life Scope #987,Nihon Kohden Corp,Nihon Kohden,2006-03-29,10,2
PRK310,Infusion Pump,3,0,0,2,1,1,2.96,0,2,4010.28,Ireland,Alaris GP #218,Medtronic,Alaris,2017-06-11,35,2
PRK342,Sphygmomanometers,7,1,0,1,1,1,30.27,0,2,873.39,USA,DS66 #125,Welch Allyn Inc,Welch Allyn,2014-03-11,41,3
PRK341,Infusion Pump,18,1,0,2,1,1,0.34,1,2,1102.45,Ireland,Alaris GP #128,Medtronic,Alaris,2005-07-05,11,3
PRK320,Infusion Pump,8,1,0,2,1,1,0.0,1,2,5219.68,Ireland,Alaris GP #45,Medtronic,Alaris,2009-08-02,31,2
PRK300,Ventilator,8,1,0,3,1,1,0.0,0,2,0.0,USA,Carestation 650 #131,Datex-Ohmeda Inc,Carestation,2019-08-04,,1
PRK358,Infusion Pump,17,0,0,2,1,1,22.46,0,2,706.28,Ireland,Alaris GP #856,Medtronic,Alaris,2011-09-16,5,2
PRK319,Infusion Pump,9,1,0,2,1,1,136.63,0,2,781.56,USA,Sigma Spectrum #397,Baxter Healthcare Corp,Sigma,2012-03-07,20,2
PRK319,Physiologic Monitoring System,21,1,0,1,2,1,52.55,0,1,0.0,Netherlands,IntelliVue #502,Koninklijke Philips N.V.,Philips,2014-04-18,13,2
PRK310,Defibrillator,6,1,0,3,1,1,122.18,0,2,4.73,USA,Lifepak 20e #221,Physio-Control Inc,Lifepak,2005-04-02,51,2
PRK341,Infusion Pump,2,0,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #592,Medtronic,Alaris,2011-11-03,,1
PRK319,Infusion Pump,9,0,0,2,1,1,0.0,1,2,0.0,Ireland,Alaris GP #47,Medtronic,Alaris,2011-02-12,,1
PRK358,Ventilator,10,1,2,3,1,1,161.2,0,2,33.08,USA,Carestation 650 #297,Datex-Ohmeda Inc,Carestation,2007-01-31,15,2
PRK342,Sphygmomanometers,6,0,0,1,1,1,20.67,0,2,0.0,Malaysia,MV-BP100 #342,Med-Vantage Sdn Bhd,MedVantage,2002-05-16,20,3
PRK300,Infusion Pump,11,1,1,2,1,1,80.42,0,2,9036.67,Ireland,Alaris GP #481,Medtronic,Alaris,2016-02-28,21,2
PRK340,Infusion Pump,2,1,0,2,1,1,125.35,0,2,69.92,Ireland,Alaris GP #131,Medtronic,Alaris,2012-07-11,58,2
PRK319,Infusion Pump,12,1,0,2,1,1,13.04,1,2,20435.96,Ireland,Alaris GP #490,Medtronic,Alaris,2007-12-31,35,3
PRK300,Infusion Pump,3,0,0,2,1,1,15.74,0,2,0.0,Ireland,Alaris GP #703,Medtronic,Alaris,2010-05-08,9,2
PRK341,Infusion Pump,3,1,0,2,3,1,58.02,0,2,6230.42,USA,Sigma Spectrum #970,Baxter Healthcare Corp,Sigma,2011-03-21,19,2
PRK319,Physiologic Monitoring System,10,1,0,1,1,1,22.95,0,2,0.0,USA,CARESCAPE #504,GE Healthcare,GE,2003-07-27,38,3
PRK358,Infusion Pump,2,1,0,2,1,1,1206.75,0,2,4471.41,Germany,Infusomat Space #772,B. Braun Melsungen AG,Infusomat,2016-02-14,11,2
PRK340,Infusion Pump,1,1,0,2,1,1,55.6,0,2,1123.76,USA,Sigma Spectrum #36,Baxter Healthcare Corp,Sigma,2016-08-26,53,2
PRK319,Physiologic Monitoring System,13,1,1,1,1,1,6.74,0,2,1159.99,Netherlands,IntelliVue #126,Koninklijke Philips N.V.,Philips,2006-04-16,15,2
PRK360,Physiologic Monitoring System,4,1,0,1,1,1,2327.72,0,2,61.84,USA,CARESCAPE #162,GE Healthcare,GE,2005-04-05,52,3
PRK340,Infusion Pump,14,1,1,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #143,Medtronic,Alaris,2012-09-23,,1
PRK312,Ventilator,7,0,0,3,1,1,51.06,1,2,110.04,Germany,Evita V500 #23,Drager Medical AG & Co KGaA,Evita,2009-01-14,19,3
PRK333,Physiologic Monitoring System,10,1,0,1,1,1,0.0,0,2,86.85,Japan,Life Scope #834,Nihon Kohden Corp,Nihon Kohden,2012-04-27,31,2
PRK360,Physiologic Monitoring System,18,1,0,1,1,1,95.07,1,2,13805.44,USA,CARESCAPE #256,GE Healthcare,GE,2003-12-20,21,2
PRK330,Infusion Pump,12,0,0,2,1,1,47.13,0,2,481266.58,USA,Sigma Spectrum #147,Baxter Healthcare Corp,Sigma,2017-02-11,10,2
PRK330,Infusion Pump,14,1,0,2,2,1,0.0,0,2,0.0,Germany,Infusomat Space #164,B. Braun Melsungen AG,Infusomat,2014-07-05,,1
PRK330,Sphygmomanometers,14,1,0,1,1,1,0.88,1,2,1766.03,USA,DS66 #952,Welch Allyn Inc,Welch Allyn,2018-04-13,10,2
PRK319,Infusion Pump,5,1,0,2,1,1,491.19,0,2,5828.76,USA,Sigma Spectrum #103,Baxter Healthcare Corp,Sigma,2007-09-17,31,2
PRK312,Infusion Pump,12,0,2,2,1,1,93.57,1,2,156.06,Germany,Infusomat Space #41,B. Braun Melsungen AG,Infusomat,2010-08-20,33,2
PRK341,Infusion Pump,4,1,0,2,1,1,38.02,0,2,86.97,Germany,Infusomat Space #200,B. Braun Melsungen AG,Infusomat,2003-01-15,55,2
PRK358,Physiologic Monitoring System,12,1,0,1,1,1,42.35,0,2,0.0,Netherlands,IntelliVue #684,Koninklijke Philips N.V.,Philips,2009-07-05,29,2
PRK342,Sphygmomanometers,7,0,0,1,1,1,94.8,0,2,691.96,Malaysia,MV-BP100 #686,Med-Vantage Sdn Bhd,MedVantage,2012-01-26,24,3
PRK310,Infusion Pump,8,1,0,2,1,1,171.17,0,2,2.0,Germany,Infusomat Space #182,B. Braun Melsungen AG,Infusomat,2010-06-15,23,3
PRK326,Defibrillator,26,1,0,3,1,1,0.0,0,2,0.0,USA,Lifepak 20e #23,Physio-Control Inc,Lifepak,2013-05-21,,1
PRK300,Infusion Pump,13,1,0,2,1,1,77.27,0,2,4236.16,USA,Sigma Spectrum #554,Baxter Healthcare Corp,Sigma,2003-01-12,19,2
PRK319,Physiologic Monitoring System,6,1,0,1,2,1,0.0,0,2,0.0,USA,CARESCAPE #176,GE Healthcare,GE,2016-01-10,,1
PRK341,Physiologic Monitoring System,2,0,0,1,1,1,22.15,0,2,365.21,USA,CARESCAPE #368,GE Healthcare,GE,2016-06-20,10,2
PRK319,Infusion Pump,10,1,0,2,1,1,0.0,1,2,0.0,Germany,Infusomat Space #538,B. Braun Melsungen AG,Infusomat,2000-07-19,,1
PRK358,Infusion Pump,2,1,0,2,1,1,13.66,0,2,1909.97,USA,Sigma Spectrum #861,Baxter Healthcare Corp,Sigma,2020-06-20,25,2
PRK333,Infusion Pump,28,1,0,2,1,1,5.23,1,2,112.22,Germany,Infusomat Space #311,B. Braun Melsungen AG,Infusomat,2008-11-12,3,3
PRK341,Sphygmomanometers,8,1,0,1,1,1,461.0,0,2,320.96,Malaysia,MV-BP100 #84,Med-Vantage Sdn Bhd,MedVantage,2010-04-29,20,2
PRK358,Physiologic Monitoring System,17,1,0,1,1,1,9.66,0,2,675.61,Japan,Life Scope #471,Nihon Kohden Corp,Nihon Kohden,2016-09-22,5,2
PRK342,Sphygmomanometers,3,1,0,1,1,1,0.0,0,1,0.0,USA,DS66 #331,Welch Allyn Inc,Welch Allyn,1997-10-10,,1
PRK358,Ventilator,13,1,0,3,1,1,0.0,1,2,0.0,USA,Carestation 650 #986,Datex-Ohmeda Inc,Carestation,2014-05-18,,1
PRK350,Infusion Pump,19,0,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #286,Baxter Healthcare Corp,Sigma,1999-02-05,,1
PRK340,Ventilator,14,1,1,3,1,1,0.0,1,2,0.0,USA,Smartvent 7900 #270,Datex-Ohmeda Inc,Smartvent,2014-08-18,,1
PRK319,Infusion Pump,16,0,0,2,1,1,12.82,0,1,3880.05,USA,Sigma Spectrum #214,Baxter Healthcare Corp,Sigma,2013-02-20,8,3
PRK319,Infusion Pump,12,1,0,2,1,1,24.26,0,2,88.27,Germany,Infusomat Space #864,B. Braun Melsungen AG,Infusomat,2002-09-11,9,3
PRK358,Ventilator,7,0,0,3,1,1,39.76,1,2,137.62,USA,Carestation 650 #30,Datex-Ohmeda Inc,Carestation,2001-12-03,40,3
PRK300,Ventilator,4,1,0,3,1,1,667.6,1,2,19092.52,USA,Carestation 650 #8,Datex-Ohmeda Inc,Carestation,2006-01-13,42,3
PRK358,Infusion Pump,5,1,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #58,B. Braun Melsungen AG,Infusomat,2014-06-30,,1
PRK320,Infusion Pump,28,1,0,2,1,1,4.24,1,2,11.48,Ireland,Alaris GP #364,Medtronic,Alaris,2015-11-17,9,2
PRK342,Physiologic Monitoring System,11,1,0,1,1,1,0.0,0,1,0.0,Netherlands,IntelliVue #585,Koninklijke Philips N.V.,Philips,2002-07-29,,1
PRK320,Defibrillator,21,1,0,3,1,1,0.0,1,2,0.0,USA,Lifepak 20e #281,Physio-Control Inc,Lifepak,2002-10-21,,1
PRK360,Physiologic Monitoring System,6,0,0,1,1,1,0.0,0,2,0.0,USA,CARESCAPE #662,GE Healthcare,GE,2010-10-03,,1
PRK300,Infusion Pump,15,0,0,2,1,1,15432.5,0,2,472.01,USA,Sigma Spectrum #654,Baxter Healthcare Corp,Sigma,2005-08-10,19,2
PRK320,Infusion Pump,4,1,0,2,1,1,172.19,0,2,40.96,Germany,Infusomat Space #1,B. Braun Melsungen AG,Infusomat,2000-11-26,42,2
PRK358,Infusion Pump,8,1,0,2,1,1,66.93,1,2,205.38,Ireland,Alaris GP #977,Medtronic,Alaris,1998-10-22,13,3
PRK319,Physiologic Monitoring System,6,0,0,1,2,1,0.0,0,2,0.0,Japan,Life Scope #137,Nihon Kohden Corp,Nihon Kohden,2012-12-21,,1
PRK319,Defibrillator,26,1,0,3,1,1,11.32,0,2,15234.18,Netherlands,HeartStart XL #598,Koninklijke Philips N.V.,HeartStart,2016-07-22,14,2
PRK358,Infusion Pump,5,0,0,2,1,1,22.78,0,2,0.0,Ireland,Alaris GP #225,Medtronic,Alaris,2007-08-13,12,2
PRK358,Infusion Pump,14,1,1,2,1,1,62.67,0,1,893.72,Germany,Infusomat Space #515,B. Braun Melsungen AG,Infusomat,2017-05-05,36,2
PRK310,Infusion Pump,12,1,0,2,2,1,135.46,0,2,1742.3,Germany,Infusomat Space #320,B. Braun Melsungen AG,Infusomat,2000-09-17,11,2
PRK341,Physiologic Monitoring System,3,1,0,1,2,1,0.0,0,2,0.0,Japan,Life Scope #717,Nihon Kohden Corp,Nihon Kohden,2006-12-28,,1
PRK319,Ventilator,21,1,1,3,1,1,0.0,0,2,606.09,UK,Blease 8200p #905,Blease Medical Equipment Ltd,Blease,2015-04-03,14,2
PRK319,Infusion Pump,22,1,1,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #6,Medtronic,Alaris,2018-05-18,,1
PRK341,Infusion Pump,11,1,0,2,1,1,103.04,0,2,272.59,Germany,Infusomat Space #824,B. Braun Melsungen AG,Infusomat,2010-02-14,31,2
PRK311,Physiologic Monitoring System,9,0,0,1,1,1,0.0,0,2,0.0,Netherlands,IntelliVue #758,Koninklijke Philips N.V.,Philips,2018-07-13,,1
PRK333,Infusion Pump,2,0,0,2,1,1,53.6,1,2,165.7,Ireland,Alaris GP #555,Medtronic,Alaris,2015-01-12,33,2
PRK319,Ventilator,3,1,0,3,1,1,33.88,0,2,16230.92,USA,Smartvent 7900 #102,Datex-Ohmeda Inc,Smartvent,2016-08-04,29,2
PRK358,Infusion Pump,7,1,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #698,Medtronic,Alaris,2010-01-26,,1
PRK340,Infusion Pump,4,0,0,2,2,1,3.92,0,2,6409.47,Germany,Infusomat Space #924,B. Braun Melsungen AG,Infusomat,2009-06-15,15,2
PRK319,Defibrillator,17,1,0,3,1,1,0.0,0,2,21601.55,USA,Lifepak 20e #675,Physio-Control Inc,Lifepak,2010-09-06,15,2
PRK358,Infusion Pump,3,0,0,2,2,1,0.0,0,2,0.0,Ireland,Alaris GP #901,Medtronic,Alaris,2015-03-24,,1
PRK358,Infusion Pump,2,1,0,2,1,1,334.4,1,2,408.48,USA,Sigma Spectrum #968,Baxter Healthcare Corp,Sigma,2002-08-03,20,2
PRK319,Infusion Pump,13,1,0,2,1,1,6.78,0,2,91.97,Germany,Infusomat Space #370,B. Braun Melsungen AG,Infusomat,2006-10-27,15,3
PRK360,Infusion Pump,12,1,1,2,1,1,22.2,0,2,865.8,Ireland,Alaris GP #958,Medtronic,Alaris,2010-06-26,29,2
PRK319,Infusion Pump,10,1,0,2,1,1,0.0,1,2,0.0,USA,Sigma Spectrum #7,Baxter Healthcare Corp,Sigma,2010-11-16,,1
PRK319,Infusion Pump,15,1,0,2,1,1,103.88,0,2,58.12,Ireland,Alaris GP #770,Medtronic,Alaris,2013-12-14,24,3
PRK326,Infusion Pump,5,0,0,2,3,1,13.67,0,2,1.24,USA,Sigma Spectrum #265,Baxter Healthcare Corp,Sigma,2011-08-29,35,2
PRK312,Infusion Pump,7,0,0,2,1,1,1238.0,0,2,1903.75,USA,Sigma Spectrum #248,Baxter Healthcare Corp,Sigma,2013-12-17,22,2
PRK342,Physiologic Monitoring System,12,1,0,1,1,1,0.0,0,1,0.0,Netherlands,IntelliVue #811,Koninklijke Philips N.V.,Philips,2019-02-01,,1
PRK340,Physiologic Monitoring System,11,1,2,1,1,1,75.65,0,2,7779.91,USA,CARESCAPE #899,GE Healthcare,GE,2003-11-27,41,3
PRK358,Infusion Pump,4,1,0,2,1,1,94.22,1,2,3889.59,Germany,Infusomat Space #341,B. Braun Melsungen AG,Infusomat,2013-07-05,10,3
PRK319,Infusion Pump,19,1,0,2,1,1,36.68,0,2,4403.99,Germany,Infusomat Space #281,B. Braun Melsungen AG,Infusomat,2013-05-12,25,2
PRK312,Infusion Pump,3,0,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #406,Baxter Healthcare Corp,Sigma,2003-10-28,,1
PRK320,Defibrillator,7,0,0,3,1,1,0.71,0,2,17.55,Netherlands,HeartStart XL #495,Koninklijke Philips N.V.,HeartStart,2014-10-11,12,2
PRK311,Ventilator,3,0,0,3,1,1,264.36,0,2,55.88,USA,Carestation 650 #662,Datex-Ohmeda Inc,Carestation,2010-04-04,24,2
PRK360,Infusion Pump,30,1,2,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #582,Baxter Healthcare Corp,Sigma,2011-12-23,,1
PRK342,Infusion Pump,10,0,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #281,Baxter Healthcare Corp,Sigma,2016-10-22,,1
PRK350,Infusion Pump,4,0,0,2,1,1,0.0,0,1,0.0,USA,Sigma Spectrum #656,Baxter Healthcare Corp,Sigma,2013-03-16,,1
PRK342,Infusion Pump,6,0,0,2,1,1,0.0,1,2,0.0,Germany,Infusomat Space #630,B. Braun Melsungen AG,Infusomat,2017-02-19,,1
PRK319,Physiologic Monitoring System,11,1,0,1,1,1,64.23,1,2,2264.07,Japan,Life Scope #713,Nihon Kohden Corp,Nihon Kohden,2000-12-31,41,2
PRK311,Infusion Pump,17,1,0,2,1,1,14.53,0,2,5425.58,Ireland,Alaris GP #445,Medtronic,Alaris,2008-01-22,14,2
PRK330,Infusion Pump,4,1,0,2,1,1,6.35,0,2,10.49,Ireland,Alaris GP #544,Medtronic,Alaris,1997-02-06,51,3
PRK358,Infusion Pump,23,1,0,2,1,1,9.19,0,2,107.44,Germany,Infusomat Space #998,B. Braun Melsungen AG,Infusomat,2015-03-17,11,3
PRK320,Infusion Pump,9,1,0,2,1,1,9.69,0,2,46.28,USA,Sigma Spectrum #515,Baxter Healthcare Corp,Sigma,2017-05-29,34,3
PRK300,Infusion Pump,13,0,1,2,2,1,0.0,0,2,0.0,Germany,Infusomat Space #967,B. Braun Melsungen AG,Infusomat,2015-03-26,,1
PRK341,Ventilator,6,0,0,3,1,1,223.49,0,2,0.0,USA,Smartvent 7900 #424,Datex-Ohmeda Inc,Smartvent,2014-01-10,60,2
PRK312,Infusion Pump,12,1,0,2,1,1,0.0,1,2,0.0,USA,Sigma Spectrum #509,Baxter Healthcare Corp,Sigma,2016-11-20,,1
PRK340,Defibrillator,6,0,0,3,2,1,3.55,0,2,3257.65,Netherlands,HeartStart XL #69,Koninklijke Philips N.V.,HeartStart,2012-10-30,19,2
PRK300,Infusion Pump,7,0,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #415,B. Braun Melsungen AG,Infusomat,2008-11-29,,1
PRK333,Ventilator,17,0,0,3,1,1,70.46,0,2,122.5,UK,Blease 8200p #136,Blease Medical Equipment Ltd,Blease,2011-08-20,25,2
PRK326,Defibrillator,13,1,1,3,1,1,0.0,0,2,0.0,USA,Lifepak 20e #22,Physio-Control Inc,Lifepak,2010-08-27,,1
PRK358,Sphygmomanometers,7,1,0,1,1,1,137.85,0,2,0.0,Japan,HEM-907 #388,Omron Healthcare Co Ltd,Omron,2010-08-14,14,2
PRK342,Ventilator,17,0,0,3,1,1,2.68,0,2,560.0,USA,Smartvent 7900 #335,Datex-Ohmeda Inc,Smartvent,1999-08-18,12,2
PRK300,Ventilator,11,1,0,3,1,1,78.0,1,2,2407.18,USA,Smartvent 7900 #335,Datex-Ohmeda Inc,Smartvent,1999-04-02,34,2
PRK350,Physiologic Monitoring System,1,0,0,1,1,1,771.68,1,2,64.4,Japan,Life Scope #727,Nihon Kohden Corp,Nihon Kohden,2002-06-17,22,2
PRK350,Ventilator,8,0,0,3,1,1,0.0,1,2,0.0,Germany,Evita V500 #99,Drager Medical AG & Co KGaA,Evita,2012-05-27,,1
PRK341,Infusion Pump,17,1,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #766,B. Braun Melsungen AG,Infusomat,2005-06-11,,1
PRK358,Infusion Pump,28,1,2,2,1,1,1.52,0,2,235.39,Ireland,Alaris GP #406,Medtronic,Alaris,2017-10-23,9,2
PRK350,Infusion Pump,4,1,0,2,1,1,24.27,0,2,596.22,Germany,Infusomat Space #163,B. Braun Melsungen AG,Infusomat,2011-09-26,45,2
PRK319,Defibrillator,16,1,0,3,1,1,3.86,0,2,5.0,USA,Lifepak 20e #137,Physio-Control Inc,Lifepak,2008-11-14,18,3
PRK326,Infusion Pump,9,1,0,2,1,1,11.6,0,2,351.46,Ireland,Alaris GP #900,Medtronic,Alaris,2000-11-24,36,2
PRK320,Infusion Pump,3,0,0,2,1,1,0.0,1,2,0.0,Ireland,Alaris GP #310,Medtronic,Alaris,2017-03-26,,1
PRK333,Physiologic Monitoring System,3,0,0,1,1,1,237.06,0,2,253.96,Japan,Life Scope #163,Nihon Kohden Corp,Nihon Kohden,2018-07-23,21,2
PRK360,Infusion Pump,4,0,0,2,1,1,1.66,0,2,93.18,Germany,Infusomat Space #373,B. Braun Melsungen AG,Infusomat,2009-12-01,11,3
PRK341,Infusion Pump,2,0,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #868,B. Braun Melsungen AG,Infusomat,2019-05-11,,1
PRK319,Infusion Pump,3,0,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #365,Baxter Healthcare Corp,Sigma,2013-09-10,,1
PRK358,Infusion Pump,10,0,0,2,1,1,43.22,0,2,730.9,Ireland,Alaris GP #417,Medtronic,Alaris,2012-11-23,10,3
PRK342,Infusion Pump,1,0,0,2,1,1,230.2,0,2,1529.82,Ireland,Alaris GP #860,Medtronic,Alaris,2013-10-24,32,2
PRK319,Infusion Pump,4,0,0,2,1,1,0.0,0,2,10.24,Ireland,Alaris GP #236,Medtronic,Alaris,2009-10-28,51,3
PRK358,Infusion Pump,7,1,0,2,1,1,268.91,0,2,50.31,Ireland,Alaris GP #955,Medtronic,Alaris,2001-08-09,12,2
PRK320,Infusion Pump,4,0,0,2,1,1,84.53,1,2,228.18,USA,Sigma Spectrum #707,Baxter Healthcare Corp,Sigma,2012-11-04,29,3
PRK333,Infusion Pump,2,1,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #48,Medtronic,Alaris,2008-05-31,,1
PRK333,Physiologic Monitoring System,9,0,0,1,2,1,21.83,0,2,6713.04,USA,CARESCAPE #857,GE Healthcare,GE,2009-01-19,35,2
PRK358,Infusion Pump,4,0,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #621,Baxter Healthcare Corp,Sigma,2015-06-20,,1
PRK319,Sphygmomanometers,5,0,0,1,1,1,11.99,0,1,41.33,Japan,HEM-907 #962,Omron Healthcare Co Ltd,Omron,1999-09-06,17,2
PRK320,Defibrillator,8,0,0,3,1,1,12.13,0,2,66427.4,Netherlands,HeartStart XL #558,Koninklijke Philips N.V.,HeartStart,2010-05-05,36,3
PRK341,Infusion Pump,14,1,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #765,Baxter Healthcare Corp,Sigma,2003-12-02,,1
PRK358,Infusion Pump,5,0,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #432,Baxter Healthcare Corp,Sigma,2011-12-30,,1
PRK311,Infusion Pump,6,0,0,2,1,1,54.75,0,2,7.64,Ireland,Alaris GP #959,Medtronic,Alaris,2007-04-30,21,2
PRK319,Ventilator,3,0,0,3,2,1,171.17,0,2,19829.66,UK,Blease 8200p #3,Blease Medical Equipment Ltd,Blease,1999-11-24,47,2
PRK360,Physiologic Monitoring System,17,1,0,1,1,1,33.72,0,1,18240.76,Netherlands,IntelliVue #393,Koninklijke Philips N.V.,Philips,2001-12-11,14,2
PRK342,Ventilator,9,1,0,3,2,1,41.76,0,2,12.41,Germany,Evita V500 #174,Drager Medical AG & Co KGaA,Evita,2013-01-02,28,2
PRK320,Infusion Pump,16,1,0,2,1,1,105.64,1,2,3.63,Germany,Infusomat Space #903,B. Braun Melsungen AG,Infusomat,2019-02-25,9,3
PRK320,Physiologic Monitoring System,18,1,0,1,2,1,13.3,0,2,186.31,Netherlands,IntelliVue #901,Koninklijke Philips N.V.,Philips,2006-03-16,10,2
PRK333,Infusion Pump,5,0,0,2,1,1,198.9,0,2,1531.53,Ireland,Alaris GP #472,Medtronic,Alaris,2006-07-09,47,2
PRK342,Physiologic Monitoring System,15,1,0,1,1,1,35.34,0,2,17712.75,Japan,Life Scope #707,Nihon Kohden Corp,Nihon Kohden,2012-03-25,5,2
PRK340,Infusion Pump,10,1,0,2,1,1,39.67,0,2,8.74,Ireland,Alaris GP #124,Medtronic,Alaris,2016-04-23,35,2
PRK342,Physiologic Monitoring System,6,0,0,1,1,1,0.0,0,2,0.0,Japan,Life Scope #498,Nihon Kohden Corp,Nihon Kohden,2009-08-10,,1
PRK300,Defibrillator,5,0,0,3,1,1,0.0,0,2,0.0,USA,Lifepak 20e #964,Physio-Control Inc,Lifepak,2008-03-21,,1
PRK358,Infusion Pump,9,0,0,2,1,1,1.03,0,2,4886.11,Ireland,Alaris GP #167,Medtronic,Alaris,2002-11-19,26,2
PRK300,Physiologic Monitoring System,11,0,1,1,1,1,5.58,1,2,621.42,Japan,Life Scope #152,Nihon Kohden Corp,Nihon Kohden,1997-09-22,32,2
PRK358,Infusion Pump,1,0,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #994,Medtronic,Alaris,2005-09-27,,1
PRK300,Physiologic Monitoring System,6,1,0,1,1,1,131.56,1,2,1578.4,Netherlands,IntelliVue #95,Koninklijke Philips N.V.,Philips,2019-12-28,37,2
PRK311,Infusion Pump,10,1,0,2,2,1,24.7,1,2,0.0,USA,Sigma Spectrum #547,Baxter Healthcare Corp,Sigma,2011-10-06,23,3
PRK312,Sphygmomanometers,12,1,0,1,1,1,0.0,0,2,0.0,Malaysia,MV-BP100 #310,Med-Vantage Sdn Bhd,MedVantage,2007-12-23,,1
PRK319,Infusion Pump,8,1,0,2,1,1,159.91,0,2,107.76,Ireland,Alaris GP #993,Medtronic,Alaris,2013-07-13,19,3
PRK326,Sphygmomanometers,12,1,0,1,1,1,0.0,0,2,0.0,Japan,HEM-907 #556,Omron Healthcare Co Ltd,Omron,2010-07-26,,1
PRK341,Ventilator,5,0,0,3,1,1,25.66,1,2,30.1,UK,Blease 8200p #959,Blease Medical Equipment Ltd,Blease,2013-04-23,36,2
PRK358,Physiologic Monitoring System,12,1,0,1,1,1,584.55,0,2,3580.74,USA,CARESCAPE #320,GE Healthcare,GE,2007-09-03,10,3
PRK333,Ventilator,11,1,0,3,2,1,0.0,0,2,0.0,Germany,Evita V500 #573,Drager Medical AG & Co KGaA,Evita,2010-01-01,,1
PRK333,Ventilator,18,1,0,3,1,1,10.35,0,2,1884.21,USA,Smartvent 7900 #598,Datex-Ohmeda Inc,Smartvent,2009-01-05,19,2
PRK319,Sphygmomanometers,24,1,0,1,1,1,18.29,1,2,1101.09,Japan,HEM-907 #501,Omron Healthcare Co Ltd,Omron,2020-06-16,4,2
PRK350,Infusion Pump,18,0,0,2,1,1,481.54,0,2,0.0,USA,Sigma Spectrum #597,Baxter Healthcare Corp,Sigma,2016-07-14,20,2
